,Rank,Code,Company,Sector,Mkt Cap,Code_asx,Annual % increase,Volatility
1594,1754,ARN,Aldoro Resources Ltd,Materials,$12.9 M,ARN.AX,-58.07,0.8123858593408502
1595,1755,DCX,Discovex Resources Ltd,Materials,$12.84 M,DCX.AX,-12.8,1.4517237106663436
1596,1756,PFT,Pure Foods Tasmania Ltd,Consumer Staples,$12.67 M,PFT.AX,-68.46,0.6891385448372531
1597,1757,NHE,Noble Helium Ltd,Energy,$12.64 M,NHE.AX,-17.5,0.8581605588013643
1598,1758,IRX,Inhalerx Ltd,Health Care,$12.64 M,IRX.AX,-25.0,0.7473525812673463
1599,1759,PGM,Platina Resources Ltd,Materials,$12.6 M,PGM.AX,-66.28,0.7169368185729397
1600,1760,PXX,Polarx Ltd,Materials,$12.59 M,PXX.AX,-57.36,0.9468246476502348
1601,1761,DDD,3D Resources Ltd,Materials,$12.55 M,DDD.AX,-40.0,1.3065872794471363
1602,1762,KNO,Knosys Ltd,Information Technology,$12.54 M,KNO.AX,-55.39,0.6373277669375398
1603,1763,MIL,Millennium Services Group Ltd,Industrials,$12.54 M,MIL.AX,-50.91,0.6219127973168846
1604,1764,IQ3,IQ3CORP Ltd,Financials,$12.52 M,IQ3.AX,-20.0,1.0326330293684058
1605,1765,ALV,Alvo Minerals Ltd,Materials,$12.43 M,ALV.AX,-8.0,0.760345675591982
1606,1766,SKS,SKS Technologies Group Ltd,Industrials,$12.42 M,SKS.AX,-50.0,0.6949692133479044
1607,1767,RNE,Renu Energy Ltd,Utilities,$12.4 M,RNE.AX,-43.33,1.0074452639398388
1608,1768,ALY,Alchemy Resources Ltd,Materials,$12.39 M,ALY.AX,2.25,1.1759472978790253
1609,1769,TPP,Tempo Australia Ltd,Industrials,$12.38 M,TPP.AX,-46.88,0.6403247105431638
1610,1770,WML,Woomera Mining Ltd,Materials,$12.36 M,WML.AX,-9.25,1.0180049301856626
1611,1771,ARD,Argent Minerals Ltd,Materials,$12.36 M,ARD.AX,-64.1,0.8705088259039695
1612,1772,BMG,BMG Resources Ltd,Materials,$12.35 M,BMG.AX,-36.0,0.8538903603385172
1613,1773,PUR,Pursuit Minerals Ltd,Materials,$12.33 M,PUR.AX,-80.3,1.0612055077398126
1614,1774,RNT,Rent.com.Au Ltd,Communication Services,$12.33 M,RNT.AX,-77.6,0.6128100768116194
1615,1775,TOR,Torque Metals Ltd,Materials,$12.3 M,TOR.AX,-11.36,0.7526144322619052
1616,1776,CM8,Crowd Media Holdings Ltd,Communication Services,$12.24 M,CM8.AX,-26.09,0.9479407118170072
1617,1777,AJQ,Armour Energy Ltd,Energy,$12.24 M,AJQ.AX,-76.0,1.028346675452717
1618,1778,ZGL,ZICOM Group Ltd,Industrials,$12.23 M,ZGL.AX,-8.07,0.6011007849056786
1619,1779,SIH,Sihayo Gold Ltd,Materials,$12.2 M,SIH.AX,-77.78,1.6052319223170672
1620,1780,OVT,Ovato Ltd,Industrials,$12.16 M,OVT.AX,-50.0,1.975470337316369
1621,1781,BMR,Ballymore Resources Ltd,Materials,$12.12 M,BMR.AX,-17.5,0.9743870019733112
1622,1782,HMG,Hamelin Gold Ltd,Materials,$12.1 M,HMG.AX,-45.0,0.6406466606420163
1623,1783,CHR,Charger Metals NL,Materials,$12.05 M,CHR.AX,85.0,1.099571850217749
1624,1784,LRV,Larvotto Resources Ltd,Materials,$12.04 M,LRV.AX,45.0,1.5117562011878387
1625,1785,NUH,Nuheara Ltd,Information Technology,$12.03 M,NUH.AX,-86.96,0.9178734673653612
1626,1786,AUN,Aurumin Ltd,Materials,$12.01 M,AUN.AX,-40.54,0.82582864231232
1627,1787,AKO,Akora Resources Ltd,Materials,$11.99 M,AKO.AX,-20.83,0.8208966815788779
1628,1788,QML,Qmines Ltd,Materials,$11.97 M,QML.AX,-47.06,0.6787969313010608
1629,1789,TDO,3D Oil Ltd,Energy,$11.93 M,TDO.AX,-10.0,0.8118925087161897
1630,1790,BIO,Biome Australia Ltd,Consumer Staples,$11.89 M,BIO.AX,-62.0,0.7351631796491755
1631,1791,TMG,Trigg Mining Ltd,Materials,$11.73 M,TMG.AX,-17.22,0.794285657121734
1632,1792,CWX,Carawine Resources Ltd,Materials,$11.72 M,CWX.AX,-61.36,0.7390712615756191
1633,1793,FTC,Fintech Chain Ltd,Information Technology,$11.71 M,FTC.AX,-67.86,0.720258784175478
1634,1794,BTR,Brightstar Resources Ltd,Materials,$11.64 M,BTR.AX,-40.0,1.1461045885306058
1635,1795,KGM,Kalnorth Gold Mines Ltd,Materials,$11.63 M,KGM.AX,0.0,0.0
1636,1796,UCM,Uscom Ltd,Health Care,$11.61 M,UCM.AX,-64.94,0.5829056841696253
1637,1797,CZN,Corazon Mining Ltd,Materials,$11.6 M,CZN.AX,-43.16,0.7363031488920478
1638,1798,A1G,African Gold Ltd,Materials,$11.58 M,A1G.AX,-55.96,1.0309692875678182
1639,1799,LCT,Living Cell Technologies Ltd,Health Care,$11.57 M,LCT.AX,-21.52,1.163214122684575
1640,1800,TAR,Taruga Minerals Ltd,Materials,$11.56 M,TAR.AX,-62.96,0.9287910526811595
1641,1801,BTN,Butn Ltd,Financials,$11.53 M,BTN.AX,-70.0,1.0731847174506912
1642,1802,LPE,Locality Planning Energy Holdings Ltd,Utilities,$11.47 M,LPE.AX,-64.74,0.7729578945308474
1643,1803,TRP,Tissue Repair Ltd,Health Care,$11.46 M,TRP.AX,-78.7,0.786058560890065
1644,1804,R3D,R3D Resources Ltd,Basic Materials,$11.45 M,R3D.AX,-39.72,0.9114915370443225
1645,1805,SHO,Sportshero Ltd,Communication Services,$11.4 M,SHO.AX,0.0,0.8076348440587104
1646,1806,MRQ,MRG Metals Ltd,Materials,$11.36 M,MRQ.AX,8.33,1.1436728871334862
1647,1807,FNX,Finexia Financial Group Ltd,Financials,$11.35 M,FNX.AX,-6.67,0.6080512755597631
1648,1808,RDN,Raiden Resources Ltd,Materials,$11.34 M,RDN.AX,-69.23,1.1146101025079964
1649,1809,KAM,K2 Asset Management Holdings Ltd,Financials,$11.33 M,KAM.AX,-40.51,0.6485420732201865
1650,1810,ICL,Iceni Gold Ltd,Materials,$11.28 M,ICL.AX,-52.43,1.0659981789214894
1651,1811,BTC,BTC Health Ltd,Financials,$11.27 M,BTC.AX,-46.67,0.6362714324592929
1652,1812,GUL,Gullewa Ltd,Materials,$11.26 M,GUL.AX,-28.05,0.43085997348462945
1653,1813,AS2,Askari Metals Ltd,Materials,$11.23 M,AS2.AX,35.0,0.9087817251695705
1654,1814,SHN,Sunshine Gold Ltd,Materials,$11.23 M,SHN.AX,-55.56,0.7707731590425972
1655,1815,EM1,Emerge Gaming Ltd,Communication Services,$11.21 M,EM1.AX,-71.43,0.9174629826210824
1656,1816,DAF,Discovery Alaska Ltd,Materials,$11.21 M,DAF.AX,-13.79,1.081810537081321
1657,1817,SBR,Sabre Resources Ltd,Materials,$11.16 M,SBR.AX,0.0,1.5822264534610073
1658,1818,EPX,Ep&T Global Ltd,Information Technology,$11.09 M,EPX.AX,-69.5,0.9410838651360154
1659,1819,ODA,Orcoda Ltd,Information Technology,$11.07 M,ODA.AX,-36.36,0.7566845704828263
1660,1820,AYM,Australia United Mining Ltd,Materials,$11.06 M,AYM.AX,-25.0,1.1192184392038043
1661,1821,AEV,Avenira Ltd,Materials,$11.01 M,AEV.AX,74.63,1.380792423227257
1662,1822,TNY,Tinybeans Group Ltd,Communication Services,$10.99 M,TNY.AX,-83.41,0.7143418212966729
1663,1823,SHE,Stonehorse Energy Ltd,Energy,$10.95 M,SHE.AX,-30.44,0.871037924166235
1664,1824,BUX,Buxton Resources Ltd,Materials,$10.94 M,BUX.AX,-18.48,1.0593512822344637
1665,1825,NUC,Nuchev Ltd,Consumer Staples,$10.87 M,NUC.AX,-55.79,0.8076136209619463
1666,1826,TTI,Traffic Technologies Ltd,Industrials,$10.83 M,TTI.AX,-61.51,0.7422171193426859
1667,1827,MRG,Murray River Organics Group Ltd,Consumer Staples,$10.81 M,MRG.AX,58.07,0.3864535796051586
1668,1828,RAS,Ragusa Minerals Ltd,Materials,$10.69 M,RAS.AX,19.72,0.9261329838861224
1669,1829,MHC,Manhattan Corporation Ltd,Materials,$10.68 M,MHC.AX,-46.15,1.0555210701370645
1670,1830,THR,Thor Mining Plc,Materials,$10.67 M,THR.AX,-37.5,1.078125836135327
1671,1831,BMO,Bastion Minerals Ltd,Materials,$10.63 M,BMO.AX,-24.32,0.8341735679587222
1672,1832,MM1,Midas Minerals Ltd,Materials,$10.62 M,MM1.AX,-2.5,1.0398920092218795
1673,1833,ICN,Icon Energy Ltd,Energy,$10.57 M,ICN.AX,12.0,1.456788987314436
1674,1834,LAW,Lawfinance Ltd,Financials,$10.51 M,LAW.AX,-81.91,0.8538284751415446
1675,1835,BCA,Black Canyon Ltd,Materials,$10.48 M,BCA.AX,-6.0,0.7496929246516035
1676,1836,RCW,Rightcrowd Ltd,Information Technology,$10.46 M,RCW.AX,-87.88,0.8424197232749681
1677,1837,MBK,Metal Bank Ltd,Materials,$10.43 M,MBK.AX,-47.68,1.2309093805934268
1678,1838,LSR,Lodestar Minerals Ltd,Materials,$10.43 M,LSR.AX,-33.33,1.3508388431425749
1679,1839,PUA,Peak Minerals Ltd,Materials,$10.41 M,PUA.AX,-40.8,1.0252466825045583
1680,1840,MMG,Monger Gold Ltd,Materials,$10.41 M,MMG.AX,30.0,1.0222122512225185
1681,1841,MCT,Metalicity Ltd,Materials,$10.38 M,MCT.AX,-68.85,1.3776620722325215
1682,1842,DLM,Dominion Minerals Ltd,Materials,$10.36 M,DLM.AX,900.0,8.925627384563928
1683,1843,AEI,Aeris Environmental Ltd,Industrials,$10.26 M,AEI.AX,-72.0,0.7576054481447988
1684,1844,SCL,Schrole Group Ltd,Information Technology,$10.26 M,SCL.AX,-50.83,0.9585234564934029
1685,1845,LBY,Laybuy Group Holdings Ltd,Information Technology,$10.19 M,LBY.AX,-92.86,0.8796502114743735
1686,1846,PSL,Paterson Resources Ltd,Materials,$10.18 M,PSL.AX,-28.57,1.0001535430528625
1687,1847,LYK,Lykos Metals Ltd,Materials,$10.15 M,LYK.AX,-17.5,0.874659001080242
1688,1848,CPM,Cooper Metals Ltd,Materials,$10.13 M,CPM.AX,87.5,1.2403034713621823
1689,1849,WEL,Winchester Energy Ltd,Energy,$10.1 M,WEL.AX,-33.33,0.8829093552222127
1690,1850,MXO,Motio Ltd,Communication Services,$10.1 M,MXO.AX,-59.0,0.8241040692225818
1691,1851,RLF,RLF Agtech Ltd,Materials,$10.07 M,RLF.AX,-40.0,0.997079248847164
1692,1852,YOW,Yowie Group Ltd,Consumer Staples,$10.05 M,YOW.AX,12.2,0.5713347387194386
1693,1853,BDX,Bcal Diagnostics Ltd,Health Care,$10.04 M,BDX.AX,-69.6,0.9621743127073451
1694,1854,PG1,Pearl Global Ltd,Industrials,$10.02 M,PG1.AX,-81.68,1.0751553318978255
1695,1855,HCD,Hydrocarbon Dynamics Ltd,Energy,$9.98 M,HCD.AX,13.33,1.4679984759171014
1696,1856,DDT,Datadot Technology Ltd,Consumer Discretionary,$9.95 M,DDT.AX,33.33,1.0578747838163651
1697,1857,SGI,Stealth Global Holdings Ltd,Industrials,$9.92 M,SGI.AX,4.74,0.7671813391002353
1698,1858,CPO,Culpeo Minerals Ltd,Materials,$9.9 M,CPO.AX,12.5,2.3280000618488312
1699,1859,A8G,Australasian Metals Ltd,Materials,$9.88 M,A8G.AX,77.78,1.2521980999324622
1700,1860,SW1,Swift Networks Group Ltd,Communication Services,$9.86 M,SW1.AX,-5.56,0.8852740232879405
1701,1861,NC6,Nanollose Ltd,Health Care,$9.83 M,NC6.AX,-28.26,0.7895114326694904
1702,1862,GLA,Gladiator Resources Ltd,Materials,$9.83 M,GLA.AX,35.71,92.96944243845086
1703,1863,IMB,Intelligent Monitoring Group Ltd,Industrials,$9.82 M,IMB.AX,-88.92,1.0888776529884368
1704,1864,LNU,Linius Technologies Ltd,Information Technology,$9.8 M,LNU.AX,-73.68,1.1261830900950232
1705,1865,TMR,Tempus Resources Ltd,Materials,$9.77 M,TMR.AX,-59.44,0.8485786168905549
1706,1866,CUS,Copper Search Ltd,Materials,$9.77 M,CUS.AX,-47.14,0.5248348078640488
1707,1867,HXG,Hexagon Energy Materials Ltd,Materials,$9.75 M,HXG.AX,-73.97,0.7200313116218483
1708,1868,KLO,Kingsland Global Ltd,Real Estate,$9.72 M,KLO.AX,4.35,0.0428866992868489
1709,1869,BOA,Boadicea Resources Ltd,Materials,$9.71 M,BOA.AX,-40.48,0.8402078764681689
1710,1870,SGC,Sacgasco Ltd,Energy,$9.68 M,SGC.AX,-42.86,0.9462403513289446
1711,1871,BEX,Bikeexchange Ltd,Consumer Discretionary,$9.65 M,BEX.AX,-82.92,1.2598556400433516
1712,1872,CLH,Collection House Ltd,Financials,$9.65 M,CLH.AX,-57.5,0.6919052690643106
1713,1873,VOR,Vortiv Ltd,Information Technology,$9.6 M,VOR.AX,-49.2,0.7685502783718029
1714,1874,BUY,Bounty Oil & Gas NL,Energy,$9.59 M,BUY.AX,-62.16,1.0535257002988332
1715,1875,PGY,Pilot Energy Ltd,Energy,$9.58 M,PGY.AX,-76.83,0.9963600698883203
1716,1876,ZLD,Zelira Therapeutics Ltd,Health Care,$9.58 M,ZLD.AX,-87.3,0.7714156971217241
1717,1877,FXG,FELIX Gold Ltd,Materials,$9.51 M,FXG.AX,-32.35,1.2706406948439586
1718,1878,RLC,Reedy Lagoon Corporation Ltd,Materials,$9.48 M,RLC.AX,13.33,1.2325881037283724
1719,1879,AD1,AD1 Holdings Ltd,Communication Services,$9.46 M,AD1.AX,-62.16,0.9466741787572293
1720,1880,CTQ,Careteq Ltd,Health Care,$9.44 M,CTQ.AX,-58.5,0.6814710611643493
1721,1881,OZM,Ozaurum Resources Ltd,Materials,$9.44 M,OZM.AX,37.5,1.254755378788526
1722,1882,ID8,Identitii Ltd,Information Technology,$9.44 M,ID8.AX,-46.05,0.9172708386642208
1723,1883,KOB,Koba Resources Ltd,Materials,$9.43 M,KOB.AX,-27.5,0.8887420381078742
1724,1884,HCT,Holista Colltech Ltd,Consumer Staples,$9.36 M,HCT.AX,-46.88,0.7620052313820841
1725,1885,JAV,Javelin Minerals Ltd,Materials,$9.35 M,JAV.AX,-60.0,3.31132491474077
1726,1886,BRX,Belararox Ltd,Materials,$9.35 M,BRX.AX,65.0,1.6796193525501253
1727,1887,CAQ,CAQ Holdings Ltd,Real Estate,$9.33 M,CAQ.AX,-31.58,0.6930971936109586
1728,1888,IND,Industrial Minerals Ltd,Materials,$9.26 M,IND.AX,57.5,0.881361264499195
1729,1889,AAJ,Aruma Resources Ltd,Materials,$9.26 M,AAJ.AX,-9.23,1.2170625901811598
1730,1890,SRY,Story-I Ltd,Consumer Discretionary,$9.03 M,SRY.AX,0.0,0.0
1731,1891,ARE,Argonaut Resources NL,Materials,$9.02 M,ARE.AX,-58.33,1.7565273902255845
1732,1892,AWV,Anova Metals Ltd,Materials,$8.99 M,AWV.AX,-70.0,0.9830357253059486
1733,1893,B4P,Beforepay Group Ltd,Financials,$8.97 M,B4P.AX,-92.23,1.00156737075547
1734,1894,AX8,Accelerate Resources Ltd,Materials,$8.96 M,AX8.AX,3.03,0.8396480445160657
1735,1895,HVM,Happy Valley Nutrition Ltd,Consumer Staples,$8.93 M,HVM.AX,-73.75,0.7352630467580988
1736,1896,DOU,Douugh Ltd,Information Technology,$8.92 M,DOU.AX,-84.54,0.9120080672749318
1737,1897,GRE,Greentech Metals Ltd,Materials,$8.91 M,GRE.AX,42.5,2.3245050703888923
1738,1898,OAU,Ora Gold Ltd,Materials,$8.86 M,OAU.AX,-52.45,1.1485620945078652
1739,1899,INP,Incentiapay Ltd,Consumer Discretionary,$8.86 M,INP.AX,-72.98,0.885164989438255
1740,1900,NPM,Newpeak Metals Ltd,Materials,$8.85 M,NPM.AX,-50.0,3.7359205131228164
1741,1901,DXN,DXN Ltd,Information Technology,$8.83 M,DXN.AX,-40.0,1.2410513085498323
1742,1902,CXZ,Connexion Telematics Ltd,Information Technology,$8.81 M,CXZ.AX,-37.5,0.6176158564432174
1743,1903,BDG,Black Dragon Gold Corp,Materials,$8.77 M,BDG.AX,-40.54,0.9080483898684893
1744,1904,MEG,Megado Gold Ltd,Materials,$8.72 M,MEG.AX,-51.52,1.0825260175151437
1745,1905,ABV,Advanced Braking Technology Ltd,Consumer Discretionary,$8.72 M,ABV.AX,-34.29,0.71579353899963
1746,1906,HPP,Health and Plant Protein Group Ltd,Consumer Staples,$8.72 M,HPP.AX,-73.21,0.7206973299789647
1747,1907,DMC,Design Milk Co Ltd,Consumer Discretionary,$8.71 M,DMC.AX,-36.84,0.7096820364994009
1748,1908,G50,Gold 50 Ltd,Materials,$8.68 M,G50.AX,-38.0,0.6528952878812487
1749,1909,GIB,Gibb River Diamonds Ltd,Materials,$8.67 M,GIB.AX,-33.87,0.827729626612173
1750,1910,SHH,Shree Minerals Ltd,Materials,$8.67 M,SHH.AX,-41.67,1.712297566960148
1751,1911,SKN,Skin Elements Ltd,Consumer Staples,$8.66 M,SKN.AX,-80.0,0.8533817922177138
1752,1912,VIP,VIP Gloves Ltd,Health Care,$8.65 M,VIP.AX,-76.09,0.6936726078792487
1753,1913,AM7,Arcadia Minerals Ltd,Materials,$8.64 M,AM7.AX,-5.13,0.8345306415221687
1754,1914,SIV,SIV Capital Ltd,Industrials,$8.64 M,SIV.AX,-24.14,0.4956767036311158
1755,1915,DM1,Desert Metals Ltd,Materials,$8.64 M,DM1.AX,-70.25,1.231909571761689
1756,1916,OD6,OD6 Metals Ltd,Materials,$8.63 M,OD6.AX,-12.5,0.9731305192855625
1757,1917,OAR,OAR Resources Ltd,Materials,$8.62 M,OAR.AX,-71.43,1.2631225540512327
1758,1918,WNR,Wingara AG Ltd,Consumer Staples,$8.6 M,WNR.AX,-58.15,0.5889818436295914
1759,1919,AUR,Auris Minerals Ltd,Materials,$8.58 M,AUR.AX,-65.39,0.6654222637401573
1760,1920,AL3,AML3D Ltd,Industrials,$8.58 M,AL3.AX,-65.46,0.9811758448072796
1761,1921,TD1,Tali Digital Ltd,Health Care,$8.57 M,TD1.AX,-77.9,1.0471722456062762
1762,1922,SI6,SI6 Metals Ltd,Materials,$8.57 M,SI6.AX,-45.46,0.9477260132869973
1763,1923,BEE,Broo Ltd,Consumer Staples,$8.57 M,BEE.AX,-43.75,0.8137795364235462
1764,1924,KFM,Kingfisher Mining Ltd,Materials,$8.56 M,KFM.AX,29.87,0.9689324273422995
1765,1925,EMT,Emetals Ltd,Materials,$8.5 M,EMT.AX,-52.38,0.9912542094897034
1766,1926,WCN,White Cliff Minerals Ltd,Materials,$8.5 M,WCN.AX,8.33,1.3074574668667935
1767,1927,AVW,Avira Resources Ltd,Materials,$8.48 M,AVW.AX,-20.0,1.2125551597617417
1768,1928,REC,Recharge Metals Ltd,Materials,$8.47 M,REC.AX,30.0,3.070224146198421
1769,1929,X2M,X2M Connect Ltd,Information Technology,$8.46 M,X2M.AX,-60.0,0.9368318700696161
1770,1930,RAN,Range International Ltd,Materials,$8.45 M,RAN.AX,-28.0,1.2222836384090836
1771,1931,GRL,Godolphin Resources Ltd,Materials,$8.41 M,GRL.AX,-37.5,0.7869441757854829
1772,1932,NKL,Nickelx Ltd,Materials,$8.38 M,NKL.AX,-18.18,0.9012745177199715
1773,1933,AKN,Auking Mining Ltd,Materials,$8.37 M,AKN.AX,-39.48,1.0190939009447504
1774,1934,HT8,Harris Technology Group Ltd,Consumer Discretionary,$8.35 M,HT8.AX,-77.6,0.7842913017016852
1775,1935,IS3,I Synergy Group Ltd,Information Technology,$8.32 M,IS3.AX,-32.61,1.1149241949767712
1776,1936,ACP,Audalia Resources Ltd,Materials,$8.31 M,ACP.AX,-52.0,0.9269982037846933
1777,1937,LYN,Lycaon Resources Ltd,Materials,$8.3 M,LYN.AX,30.0,0.8345634808161817
1778,1938,BEZ,Besra Gold Inc,Materials,$8.25 M,BEZ.AX,-76.0,1.2005023584928156
1779,1939,RMX,Red Mountain Mining Ltd,Materials,$8.21 M,RMX.AX,-44.44,1.2093444998404552
1780,1940,FAU,First Au Ltd,Materials,$8.19 M,FAU.AX,-28.57,1.052447183529941
1781,1941,AUA,Audeara Ltd,Consumer Discretionary,$8.16 M,AUA.AX,11.11,0.908021202179405
1782,1942,MHK,Metal Hawk Ltd,Materials,$8.13 M,MHK.AX,-33.33,2.7824951777682725
1783,1943,AYT,Austin Metals Ltd,Materials,$8.13 M,AYT.AX,-69.23,0.9263451653891989
1784,1944,GGX,GAS2GRID Ltd,Energy,$8.12 M,GGX.AX,0.0,1.9402928245514344
1785,1945,CT1,Constellation Technologies Ltd,Information Technology,$8.09 M,CT1.AX,-65.63,1.3260233539278312
1786,1946,KFE,Kogi Iron Ltd,Materials,$8.09 M,KFE.AX,-64.29,1.2319165128362395
1787,1947,ZMI,ZINC of Ireland NL,Materials,$8.08 M,ZMI.AX,-39.39,0.6297983517763142
1788,1948,IGN,Ignite Ltd,Industrials,$8.06 M,IGN.AX,52.54,1.1864882667114243
1789,1949,TAS,Tasman Resources Ltd,Materials,$8.05 M,TAS.AX,-55.56,0.9038829691578195
1790,1950,TRM,Truscott Mining Corporation Ltd,Materials,$8.05 M,TRM.AX,76.67,0.7737545926690949
1791,1951,OLH,Oldfields Holdings Ltd,Industrials,$8.05 M,OLH.AX,-30.44,0.47427950705706123
1792,1952,CI1,Credit Intelligence Ltd,Industrials,$8.01 M,CI1.AX,-70.59,0.901762803933251
1793,1953,SLZ,Sultan Resources Ltd,Materials,$8 M,SLZ.AX,-52.0,0.5625838124064649
1794,1954,TSC,Twenty Seven Co. Ltd,Energy,$7.98 M,TSC.AX,-25.0,1.961970595845545
1795,1955,S3N,Sensore Ltd,Materials,$7.94 M,S3N.AX,-55.29,0.9376072135827819
1796,1956,NSX,NSX Ltd,Financials,$7.91 M,NSX.AX,-76.67,0.79003022636302
1797,1957,MPG,Many Peaks Gold Ltd,Materials,$7.86 M,MPG.AX,22.5,1.289565899028932
1798,1958,ABE,Australian Bond Exchange Holdings Ltd,Financials,$7.85 M,ABE.AX,-65.39,1.1302252175832468
1799,1959,GES,Genesis Resources Ltd,Materials,$7.83 M,GES.AX,-16.67,0.9754937536318472
1800,1960,VMM,Viridis Mining and Minerals Ltd,Materials,$7.8 M,VMM.AX,-37.5,0.6973156510998821
1801,1961,IMI,Infinity Mining Ltd,Materials,$7.76 M,IMI.AX,-32.5,0.9254540279372451
1802,1962,MSG,MCS Services Ltd,Industrials,$7.75 M,MSG.AX,-34.92,0.6882277567246665
1803,1963,WEC,White Energy Company Ltd,Energy,$7.74 M,WEC.AX,-92.0,73.01579895494085
1804,1964,TEE,Top End Energy Ltd,Energy,$7.74 M,TEE.AX,7.5,0.855347140228512
1805,1965,PVL,Powerhouse Ventures Ltd,Financials,$7.73 M,PVL.AX,-36.0,0.7725972052582385
1806,1966,FRM,Farm Pride Foods Ltd,Consumer Staples,$7.73 M,FRM.AX,-63.16,0.7300659821125758
1807,1967,DTM,Dart Mining NL,Materials,$7.71 M,DTM.AX,-56.15,0.8129731803422556
1808,1968,BYH,Bryah Resources Ltd,Materials,$7.69 M,BYH.AX,-43.33,0.7260750948104728
1809,1969,NCR,Nucoal Resources Ltd,Materials,$7.69 M,NCR.AX,-9.09,1.058602317495907
1810,1970,CXX,Cradle Resources Ltd,Materials,$7.69 M,CXX.AX,31.02,0.8115224632374535
1811,1971,BVR,Bellavista Resources Ltd,Materials,$7.66 M,BVR.AX,5.0,1.281758166371436
1812,1972,TMX,Terrain Minerals Ltd,Materials,$7.61 M,TMX.AX,11.11,1.3280652582533254
1813,1973,KAL,Kalgoorlie Gold Mining Ltd,Materials,$7.61 M,KAL.AX,-47.5,0.6823171318767515
1814,1974,DOR,Doriemus Plc,Energy,$7.58 M,DOR.AX,-60.49,1.0913155212807328
1815,1975,GCX,GCX Metals Ltd,Energy,$7.56 M,GCX.AX,12.2,18.797422347982813
1816,1976,CBL,Control Bionics Ltd,Health Care,$7.55 M,CBL.AX,-78.1,1.0051195367508003
1817,1977,RFR,Rafaella Resources Ltd,Materials,$7.51 M,RFR.AX,-64.44,0.6903485785504258
1818,1978,ADD,Adavale Resources Ltd,Materials,$7.5 M,ADD.AX,-77.17,0.893330875031875
1819,1979,CR1,Constellation Resources Ltd,Materials,$7.49 M,CR1.AX,-58.33,0.805154794357222
1820,1980,OXT,Orexplore Technologies Ltd,Industrials,$7.46 M,OXT.AX,-71.2,0.7164108724335413
1821,1981,ATV,Activeport Group Ltd,Information Technology,$7.45 M,ATV.AX,-62.5,0.8489799600453928
1822,1982,CMD,Cassius Mining Ltd,Materials,$7.43 M,CMD.AX,53.33,0.9108909209149736
1823,1983,SSH,SSH Group Ltd,Industrials,$7.43 M,SSH.AX,-7.5,0.5296936113760684
1824,1984,BOD,BOD Australia Ltd,Health Care,$7.41 M,BOD.AX,-79.71,0.7677935101033726
1825,1985,ALM,Alma Metals Ltd,Energy,$7.39 M,ALM.AX,-54.55,1.1220646443839153
1826,1986,A3D,Aurora Labs Ltd,Industrials,$7.37 M,A3D.AX,-41.18,1.173912824241675
1827,1987,NIS,Nickelsearch Ltd,Materials,$7.32 M,NIS.AX,-37.5,0.8052005902360955
1828,1988,BPH,BPH Energy Ltd,Health Care,$7.31 M,BPH.AX,-84.93,0.6345605900573048
1829,1989,HVY,Heavy Minerals Ltd,Materials,$7.31 M,HVY.AX,-5.0,0.931529948314655
1830,1990,ERL,Empire Resources Ltd,Materials,$7.27 M,ERL.AX,-41.1,0.88475951070815
1831,1991,NGS,Nutritional Growth Solutions Ltd,Consumer Staples,$7.27 M,NGS.AX,-56.25,0.6285331769925796
1832,1992,PO3,Purifloh Ltd,Utilities,$7.25 M,PO3.AX,-86.47,0.9148366231277116
1833,1993,FIN,FIN Resources Ltd,Materials,$7.23 M,FIN.AX,-74.0,0.8546741757119477
1834,1994,EPN,Epsilon Healthcare Ltd,Health Care,$7.21 M,EPN.AX,-76.92,1.0306688300408107
1835,1995,E79,E79 Gold Mines Ltd,Materials,$7.21 M,E79.AX,-35.0,0.6378044384309882
1836,1996,EMP,Emperor Energy Ltd,Energy,$7.2 M,EMP.AX,-5.88,1.1664390399494164
1837,1997,JXT,Jaxsta Ltd,Information Technology,$7.19 M,JXT.AX,-64.41,1.039704121755181
1838,1998,ZMM,ZIMI Ltd,Information Technology,$7.19 M,ZMM.AX,-56.86,1.13708307511547
1839,1999,NAE,New Age Exploration Ltd,Energy,$7.18 M,NAE.AX,-61.54,1.0981950937465417
1840,2000,SRI,Sipa Resources Ltd,Materials,$7.18 M,SRI.AX,-35.19,0.7086631677044914
1841,2001,IPC,Imperial Pacific Ltd,Financials,$7.17 M,IPC.AX,18.33,0.23633095592451986
1842,2002,AER,Aeeris Ltd,Communication Services,$7.16 M,AER.AX,-35.48,0.7291746656246235
1843,2003,LRD,Lord Resources Ltd,Materials,$7.15 M,LRD.AX,12.5,1.3130124865560495
1844,2004,SLB,Stelar Metals Ltd,Materials,$7.13 M,SLB.AX,-5.0,1.4023573761414285
1845,2005,ERW,Errawarra Resources Ltd,Materials,$7.12 M,ERW.AX,-20.0,0.9402188917955909
1846,2006,RNX,Renegade Exploration Ltd,Materials,$7.12 M,RNX.AX,33.33,0.9996982201645336
1847,2007,TTB,Total Brain Ltd,Health Care,$7.09 M,TTB.AX,-82.75,0.9614300915955132
1848,2008,FFF,Forbidden Foods Ltd,Consumer Staples,$7.08 M,FFF.AX,-60.0,0.8095109843093639
1849,2009,NMR,Native Mineral Resources Holdings Ltd,Materials,$7.06 M,NMR.AX,-42.27,0.8823969338911565
