Rank,Code,Company,Price,1 Day,1 Week,1 Month,1 Year,Sector,Mkt Cap
1213,ASW,Advanced Share Registry Ltd,$0.25,0.00%,8.70%,4.17%,22.30%,Financials,$48.35 M
1214,CUE,CUE Energy Resources Ltd,$0.07,0.00%,0.00%,-10.39%,6.15%,Energy,$48.17 M
1215,CPH,Creso Pharma Ltd,$0.04,0.00%,-5.13%,-30.19%,-73.57%,Health Care,$47.97 M
1216,EMKT,Vaneck MSCI Multifactor Em Markets Equity ETF,$19.96,-0.30%,2.36%,-0.15%,-12.15%,Financials,$47.94 M
1217,NWC,New World Resources Ltd,$0.03,3.45%,-6.25%,-23.08%,-60.99%,Materials,$47.91 M
1218,MEK,Meeka Gold Ltd,$0.05,4.00%,0.00%,-14.75%,-11.86%,Materials,$47.86 M
1219,MMI,Metro Mining Ltd,$0.02,0.00%,6.67%,-30.44%,0.00%,Materials,$47.82 M
1220,PAL,Palla Pharma Ltd,$0.30,0.00%,0.00%,0.00%,-20.27%,Health Care,$47.76 M
1221,PX1,Plexure Group Ltd,$0.14,0.00%,-3.57%,-27.03%,-79.23%,Information Technology,$47.73 M
1222,FBR,FBR Ltd,$0.02,0.00%,-18.18%,-33.33%,-52.63%,Industrials,$47.72 M
1223,KTG,K-Tig Ltd,$0.26,0.00%,8.33%,-13.33%,-37.35%,Industrials,$47.09 M
1224,FHE,Frontier Energy Ltd,$0.21,2.50%,5.13%,-21.15%,46.43%,Materials,$47.02 M
1225,EDC,Eildon Capital Group,$1.00,0.00%,0.00%,0.51%,-3.40%,Financials,$46.97 M
1226,GRX,Greenx Metals Ltd,$0.19,2.78%,-5.13%,-2.63%,-29.60%,Materials,$46.92 M
1227,SPN,Sparc Technologies Ltd,$0.70,13.93%,29.91%,-19.19%,148.21%,Materials,$46.9 M
1228,EBG,Eumundi Group Ltd,$1.09,0.00%,0.93%,-0.91%,6.86%,Consumer Discretionary,$46.76 M
1229,GEN,Genmin Ltd,$0.17,0.00%,-8.33%,-21.43%,-17.50%,Materials,$46.74 M
1230,AMS,Atomos Ltd,$0.21,-2.33%,-16.00%,-25.00%,-77.90%,Consumer Discretionary,$46.69 M
1231,TTT,Titomic Ltd,$0.23,-8.00%,15.00%,35.29%,-41.77%,Materials,$46.58 M
1232,MXC,MGC Pharmaceuticals Ltd,$0.02,-5.56%,-5.56%,-15.00%,-54.05%,Health Care,$46.38 M
1233,MPP,Metro Performance Glass Ltd,$0.25,0.00%,0.00%,4.17%,-35.07%,Industrials,$46.34 M
1234,BIT,Biotron Ltd,$0.07,4.76%,-4.35%,-34.00%,37.50%,Health Care,$46.33 M
1235,SNS,Sensen Networks Ltd,$0.07,0.00%,-1.39%,-16.47%,-52.67%,Information Technology,$46.23 M
1236,BBX,BBX Minerals Ltd,$0.10,0.00%,-4.76%,-25.93%,-62.26%,Materials,$46 M
1237,BNL,Blue Star Helium Ltd,$0.03,3.57%,11.54%,-6.45%,-14.71%,Energy,$46 M
1238,PNC,Pioneer Credit Ltd,$0.41,-2.38%,-5.75%,-11.83%,-10.87%,Financials,$45.9 M
1239,PPG,Pro-Pac Packaging Ltd,$0.57,3.67%,4.63%,-35.80%,-71.75%,Materials,$45.83 M
1240,IAM,Income Asset Management Group Ltd,$0.17,13.79%,6.45%,-13.16%,-45.90%,Financials,$45.58 M
1241,CPV,Clearvue Technologies Ltd,$0.22,-2.27%,-17.31%,-24.56%,-48.81%,Industrials,$45.52 M
1242,HRZ,Horizon Minerals Ltd,$0.08,-4.76%,-20.00%,-38.46%,-33.33%,Materials,$45.44 M
1243,FFI,FFI Holdings Ltd,$4.22,0.00%,-14.75%,-32.91%,-40.56%,Consumer Staples,$45.41 M
1244,STP,Step One Clothing Ltd,$0.25,-5.77%,4.26%,-7.55%,-83.99%,Consumer Discretionary,$45.41 M
1245,PPL,Pureprofile Ltd,$0.04,-6.82%,7.90%,-12.77%,51.85%,Communication Services,$45.39 M
1246,LKO,Lakes Blue Energy NL,$0.00,0.00%,0.00%,0.00%,0.00%,Energy,$45.3 M
1247,KRM,Kingsrose Mining Ltd,$0.06,1.70%,15.39%,-14.29%,15.39%,Materials,$45.15 M
1248,MRC,Mineral Commodities Ltd,$0.08,-1.18%,-2.33%,-23.64%,-58.62%,Materials,$44.94 M
1249,ECL,Excelsior Capital Ltd,$1.53,2.00%,-0.33%,-1.92%,-6.42%,Industrials,$44.36 M
1250,RTE,Retech Technology Co. Ltd,$0.19,0.00%,0.00%,0.00%,-24.00%,Consumer Discretionary,$44.25 M
1251,RSH,Respiri Ltd,$0.06,-3.33%,48.72%,65.71%,-18.31%,Health Care,$44.19 M
1252,KKO,Kinetiko Energy Ltd,$0.06,0.00%,28.00%,-20.00%,-41.47%,Energy,$43.78 M
1253,AVA,AVA Risk Group Ltd,$0.18,-2.70%,-7.69%,0.00%,-51.35%,Information Technology,$43.73 M
1254,ASP,Aspermont Ltd,$0.02,-5.26%,-10.00%,-14.29%,-35.71%,Communication Services,$43.73 M
1255,FME,Future Metals NL,$0.15,0.00%,-3.33%,-14.71%,-34.09%,Materials,$43.29 M
1256,AAR,Astral Resources NL,$0.07,-1.37%,-1.37%,-17.24%,-11.11%,Materials,$42.92 M
1257,MPX,Mustera Property Group Ltd,$0.30,0.00%,0.00%,0.00%,-1.67%,Real Estate,$42.55 M
1258,LRT,Lowell Resources Fund,$1.45,0.00%,3.57%,-11.59%,-9.38%,Financials,$42.53 M
1259,WLD,Wellard Ltd,$0.08,0.00%,-3.61%,5.26%,31.15%,Consumer Staples,$42.5 M
1260,EIQ,Echoiq Ltd,$0.11,5.00%,-4.55%,-16.00%,0.00%,Information Technology,$42.4 M
1261,RXL,ROX Resources Ltd,$0.25,-3.85%,-1.96%,-25.37%,-42.53%,Materials,$42.24 M
1262,GSR,Greenstone Resources Ltd,$0.04,-4.65%,-18.00%,-16.33%,127.78%,Materials,$42.02 M
1263,AYA,ARTRYA Ltd,$0.67,1.52%,38.14%,-16.25%,-50.37%,Health Care,$41.97 M
1264,FSI,Flagship Investments Ltd,$1.62,1.25%,1.25%,-15.18%,-29.57%,Financials,$41.89 M
1265,AHF,Australian Dairy Nutritionals Group,$0.08,-3.80%,11.77%,20.64%,52.00%,Consumer Staples,$41.69 M
1266,LVT,Livetiles Ltd,$0.05,-2.17%,1.12%,-27.42%,-70.97%,Information Technology,$41.54 M
1267,3DA,Amaero International Ltd,$0.18,0.00%,9.38%,-22.22%,-70.09%,Industrials,$41.4 M
1268,CV1,CV Check Ltd,$0.10,5.56%,3.26%,-9.52%,-32.14%,Information Technology,$41.25 M
1269,AME,Alto Metals Ltd,$0.08,2.63%,4.00%,-6.02%,-16.13%,Materials,$41.19 M
1270,PAB,PATRYS Ltd,$0.02,-9.09%,-13.04%,-9.09%,-65.37%,Health Care,$41.14 M
1271,AKM,Aspire Mining Ltd,$0.08,-1.22%,-3.57%,-6.90%,9.46%,Materials,$41.12 M
1272,RPM,RPM Automotive Group Ltd,$0.26,-8.77%,-1.89%,-16.13%,-27.78%,Consumer Discretionary,$40.97 M
1273,AGS,Alliance Resources Ltd,$0.18,0.00%,0.00%,0.00%,32.76%,Materials,$40.95 M
1274,DGH,Desane Group Holdings Ltd,$1.00,0.00%,0.00%,-9.91%,-15.25%,Real Estate,$40.91 M
1275,HRN,Horizon Gold Ltd,$0.33,0.00%,0.00%,-8.33%,-20.26%,Materials,$40.82 M
1276,DNA,Donaco International Ltd,$0.03,-2.94%,-5.71%,-2.94%,-15.39%,Consumer Discretionary,$40.77 M
1277,MVS,Vaneck Small Companies Masters ETF,$18.71,0.81%,6.79%,-5.79%,-15.03%,Financials,$40.66 M
1278,DTR,Dateline Resources Ltd,$0.08,-3.53%,-16.33%,-31.67%,-9.89%,Materials,$40.65 M
1279,CD1,CD Private Equity Fund I,$1.04,0.48%,2.97%,-5.46%,-3.70%,Financials,$40.57 M
1280,ICG,Inca Minerals Ltd,$0.08,0.00%,-2.33%,12.00%,-23.64%,Materials,$40.45 M
1281,SDV,Scidev Ltd,$0.22,13.16%,30.30%,-12.25%,-74.10%,Materials,$40.39 M
1282,ARV,Artemis Resources Ltd,$0.03,-3.33%,-3.33%,-21.62%,-44.23%,Materials,$40.26 M
1283,VR8,Vanadium Resources Ltd,$0.09,3.66%,14.87%,-22.73%,32.81%,Materials,$40.25 M
1284,DEM,De.Mem Ltd,$0.18,9.09%,12.50%,2.86%,-35.71%,Utilities,$40.14 M
1285,FML,Focus Minerals Ltd,$0.14,3.70%,-17.65%,-22.22%,-46.15%,Materials,$40.12 M
1286,DXB,Dimerix Ltd,$0.13,0.00%,-7.41%,-13.79%,-39.02%,Health Care,$40.11 M
1287,WAK,Wa Kaolin Ltd,$0.19,2.70%,5.56%,-2.56%,-7.32%,Materials,$40.01 M
1288,GAS,State GAS Ltd,$0.20,14.29%,-4.76%,-20.00%,-60.78%,Energy,$39.97 M
1289,OBM,Ora Banda Mining Ltd,$0.03,-6.45%,0.00%,-30.95%,-80.25%,Materials,$39.85 M
1290,DW8,DW8 Ltd,$0.02,-6.25%,0.00%,-34.78%,-81.01%,Consumer Discretionary,$39.68 M
1291,ENR,Encounter Resources Ltd,$0.13,0.00%,-3.85%,-7.41%,-7.89%,Materials,$39.65 M
1292,OSL,Oncosil Medical Ltd,$0.04,11.11%,-11.11%,-25.93%,-26.38%,Health Care,$39.65 M
1293,AFA,Asf Group Ltd,$0.05,-1.96%,0.00%,42.86%,-16.67%,Financials,$39.63 M
1294,APC,Australian Potash Ltd,$0.05,0.00%,-5.77%,-25.76%,-65.00%,Materials,$39.61 M
1295,AR9,Archtis Ltd,$0.15,7.14%,50.00%,0.00%,-37.50%,Information Technology,$39.57 M
1296,IIQ,Inoviq Ltd,$0.43,-6.52%,6.17%,-18.87%,-77.95%,Health Care,$39.57 M
1297,GPR,Geopacific Resources Ltd,$0.08,-5.00%,-15.56%,-63.81%,-75.08%,Materials,$39.46 M
1298,WIA,WIA Gold Ltd,$0.09,0.00%,8.97%,49.12%,107.32%,Materials,$39.3 M
1299,ASR,Asra Minerals Ltd,$0.03,-3.33%,0.00%,-19.44%,3.57%,Materials,$38.86 M
1300,KAT,Katana Capital Ltd,$1.13,0.00%,0.00%,0.00%,11.88%,Financials,$38.49 M
1301,PXS,Pharmaxis Ltd,$0.07,-2.78%,-2.78%,-15.66%,-6.67%,Health Care,$38.44 M
1302,TMK,TMK Energy Ltd,$0.01,10.00%,0.00%,0.00%,37.50%,Energy,$38.28 M
1303,XTE,Xtek Ltd,$0.38,-1.30%,5.56%,-8.43%,-7.71%,Industrials,$38.24 M
1304,MPA,Mad Paws Holdings Ltd,$0.13,-10.35%,0.00%,-21.21%,-23.53%,Consumer Discretionary,$38.17 M
1305,MRR,Minrex Resources Ltd,$0.04,-5.26%,9.09%,-34.55%,80.00%,Materials,$38.17 M
1306,FHS,Freehill Mining Ltd,$0.02,10.53%,-4.55%,0.00%,-38.24%,Materials,$37.99 M
1307,8IH,8I Holdings Ltd,$0.11,23.53%,5.00%,15.39%,-64.41%,Financials,$37.63 M
1308,AZI,Altamin Ltd,$0.10,0.00%,1.05%,-1.03%,33.32%,Materials,$37.6 M
1309,AR3,Australian Rare EARTHS Ltd,$0.40,2.60%,5.33%,-14.13%,31.67%,Materials,$37.6 M
1310,NAC,Naos Ex-50 Opportunities Company Ltd,$0.84,-1.77%,-6.70%,-9.73%,-27.39%,Financials,$37.58 M
1311,HMX,Hammer Metals Ltd,$0.05,4.55%,-14.82%,-17.86%,-50.00%,Materials,$37.51 M
1312,TEM,Tempest Minerals Ltd,$0.07,-20.43%,105.56%,51.02%,365.06%,Materials,$37.35 M
1313,KAI,Kairos Minerals Ltd,$0.02,18.75%,-5.00%,-26.92%,-38.71%,Materials,$37.28 M
1314,ISU,Iselect Ltd,$0.16,-3.13%,0.00%,3.33%,-61.25%,Consumer Discretionary,$37.21 M
1315,BWF,Blackwall Ltd,$0.55,0.00%,3.77%,-27.15%,-6.78%,Financials,$37.11 M
1316,STN,Saturn Metals Ltd,$0.29,-6.56%,-10.94%,-28.75%,-33.72%,Materials,$37.02 M
1317,CDO,Cadence Opportunities Fund Ltd,$2.42,0.00%,-2.81%,-0.41%,-12.69%,Financials,$36.87 M
1318,WWI,West Wits Mining Ltd,$0.02,0.00%,-13.04%,-25.93%,-76.53%,Materials,$36.84 M
1319,FEG,Far East Gold Ltd,$0.30,-3.23%,3.45%,-14.29%,50.00%,Materials,$36.61 M
1320,IBG,Ironbark ZINC Ltd,$0.03,0.00%,33.33%,-17.65%,33.33%,Materials,$36.6 M
1321,EPM,Eclipse Metals Ltd,$0.02,-5.00%,-9.52%,-26.92%,-9.52%,Energy,$36.5 M
1322,C6C,Copper Mountain Mining Corporation,$2.17,-1.81%,-2.69%,-25.17%,-46.42%,Materials,$36.38 M
1323,KSN,Kingston Resources Ltd,$0.09,-3.30%,-11.11%,-32.31%,-57.07%,Materials,$36.32 M
1324,TBA,Tombola Gold Ltd,$0.04,-2.56%,-24.00%,-35.59%,-5.00%,Materials,$36.3 M
1325,HAL,Halo Technologies Holdings Ltd,$0.28,24.44%,-20.00%,-50.88%,-76.67%,Financials,$36.26 M
1326,CIW,Clime Investment Management Ltd,$0.50,-6.54%,0.00%,-13.79%,-18.03%,Financials,$36.14 M
1327,KNI,Kuniko Ltd,$0.72,-10.00%,24.14%,-21.74%,260.00%,Materials,$36 M
1328,AKG,Academies Australasia Group Ltd,$0.28,0.00%,-6.67%,-8.20%,0.00%,Consumer Discretionary,$35.73 M
1329,92E,92 Energy Ltd,$0.44,-1.14%,-12.12%,-23.01%,35.94%,Energy,$35.62 M
1330,JGH,Jade Gas Holdings Ltd,$0.05,3.85%,-10.00%,-8.48%,575.00%,Energy,$35.6 M
1331,GGE,Grand Gulf Energy Ltd,$0.02,0.00%,-11.54%,-28.13%,130.00%,Energy,$35.57 M
1332,FTZ,Fertoz Ltd,$0.16,-3.13%,-6.06%,-16.22%,3.33%,Materials,$35.5 M
1333,VBS,Vectus Biosystems Ltd,$0.97,-3.00%,-10.19%,-19.17%,-30.22%,Health Care,$35.18 M
1334,LEX,Lefroy Exploration Ltd,$0.24,0.00%,-5.88%,-20.00%,-75.76%,Materials,$35.01 M
1335,FPC,Fat Prophets Global Contrarian Fund Ltd,$0.88,-3.30%,-12.00%,-18.52%,-34.08%,Financials,$34.92 M
1336,PAM,Pan Asia Metals Ltd,$0.47,-6.93%,3.30%,-1.05%,276.00%,Materials,$34.62 M
1337,SPD,Southern Palladium Ltd,$0.80,-10.11%,44.14%,60.00%,60.00%,Materials,$34.46 M
1338,COD,Coda Minerals Ltd,$0.29,7.41%,0.00%,-32.56%,-77.69%,Materials,$34.28 M
1339,IXU,Ixup Ltd,$0.04,2.70%,-9.52%,-44.12%,-78.89%,Information Technology,$34.28 M
1340,PHO,Phosco Ltd,$0.14,0.00%,3.70%,-6.67%,112.12%,Materials,$34.11 M
1341,EV1,Evolution Energy Minerals Ltd,$0.31,-6.06%,-3.13%,-22.50%,55.00%,Materials,$34.1 M
1342,CDX,Cardiex Ltd,$0.31,6.90%,0.00%,-1.59%,-60.26%,Health Care,$34.09 M
1343,DOC,Doctor Care Anywhere Group Plc,$0.15,3.45%,3.45%,-28.57%,-81.93%,Health Care,$34.08 M
1344,UBN,Urbanise.com Ltd,$0.60,0.00%,0.00%,-6.98%,-62.03%,Information Technology,$33.94 M
1345,ST1,Spirit Technology Solutions Ltd,$0.05,-1.92%,-3.77%,6.25%,-81.11%,Communication Services,$33.9 M
1346,XAM,Xanadu Mines Ltd,$0.02,0.00%,4.35%,-14.29%,-33.33%,Materials,$33.89 M
1347,ATH,Alterity Therapeutics Ltd,$0.01,0.00%,-12.50%,-15.15%,-50.00%,Health Care,$33.7 M
1348,AE1,Aerison Group Ltd,$0.11,0.00%,-24.14%,-26.67%,-45.00%,Industrials,$33.65 M
1349,BNR,Bulletin Resources Ltd,$0.12,-4.17%,-4.17%,-32.35%,80.51%,Materials,$33.65 M
1350,KNM,Kneomedia Ltd,$0.03,-3.85%,0.00%,-16.67%,400.00%,Communication Services,$33.65 M
1351,IBX,Imagion Biosystems Ltd,$0.03,0.00%,7.14%,-30.23%,-70.00%,Health Care,$33.64 M
1352,FAL,Falcon Metals Ltd,$0.19,0.00%,-15.56%,-30.91%,-62.00%,Materials,$33.63 M
1353,VRS,Veris Ltd,$0.06,1.59%,10.35%,-3.76%,-9.86%,Industrials,$33.52 M
1354,GBZ,GBM Resources Ltd,$0.06,-1.54%,-8.57%,-34.02%,-44.35%,Materials,$33.47 M
1355,IXC,INVEX Therapeutics Ltd,$0.45,-3.26%,-1.11%,-15.24%,-29.92%,Health Care,$33.44 M
1356,VTG,Vita Group Ltd,$0.19,0.00%,-11.63%,-28.30%,-80.00%,Consumer Discretionary,$33.42 M
1357,BLG,Bluglass Ltd,$0.03,0.00%,-3.70%,-3.70%,-12.77%,Information Technology,$33.17 M
1358,CG1,Carbonxt Group Ltd,$0.18,2.94%,16.67%,-4.11%,25.00%,Materials,$33.14 M
1359,AT1,Atomo Diagnostics Ltd,$0.06,-1.70%,-6.45%,-27.50%,-69.47%,Health Care,$33.11 M
1360,GBE,Globe Metals & Mining Ltd,$0.07,-10.13%,-16.47%,-14.46%,-58.24%,Materials,$33.08 M
1361,MIO,Macarthur Minerals Ltd,$0.21,0.00%,-14.58%,-38.81%,-50.00%,Materials,$33.06 M
1362,TSO,Tesoro Gold Ltd,$0.04,-4.35%,-11.11%,-41.33%,-69.66%,Materials,$33 M
1363,RNO,Rhinomed Ltd,$0.12,-4.17%,-11.54%,-32.35%,-25.31%,Health Care,$32.86 M
1364,SRJ,SRJ Technologies Group Plc,$0.43,0.00%,0.00%,0.00%,91.11%,Energy,$32.84 M
1365,SMG,Soon Mining Ltd,$0.20,0.00%,0.00%,0.00%,0.00%,Materials,$32.77 M
1366,DVR,Diverger Ltd,$0.87,-3.33%,-2.79%,-13.00%,-14.71%,Financials,$32.72 M
1367,REE,RAREX Ltd,$0.06,-3.33%,1.75%,-28.40%,-23.68%,Materials,$32.64 M
1368,MYG,Mayfield Group Holdings Ltd,$0.36,0.00%,0.00%,0.00%,-17.24%,Industrials,$32.61 M
1369,PFG,Prime Financial Group Ltd,$0.16,-5.88%,-8.57%,-13.51%,75.82%,Financials,$32.55 M
1370,LEL,Lithium Energy Ltd,$0.72,-5.26%,0.00%,-41.94%,89.47%,Materials,$32.51 M
1371,GC1,Glennon Small Companies Ltd,$0.63,-4.18%,-1.56%,-7.35%,-18.71%,Financials,$32.32 M
1372,GTG,Genetic Technologies Ltd,$0.00,16.67%,16.67%,16.67%,-61.11%,Health Care,$32.32 M
1373,TRY,Troy Resources Ltd,$0.04,0.00%,0.00%,0.00%,-2.63%,Materials,$32.22 M
1374,CTE,Cryosite Ltd,$0.66,1.54%,-2.94%,-4.35%,65.00%,Health Care,$32.21 M
1375,INV,Investsmart Group Ltd,$0.23,0.00%,-4.17%,-11.54%,12.20%,Financials,$32 M
1376,AS1,Angel Seafood Holdings Ltd,$0.20,0.00%,0.00%,0.00%,50.00%,Consumer Staples,$31.9 M
1377,AUZ,Australian Mines Ltd,$0.07,-2.86%,-17.07%,-40.87%,-70.27%,Materials,$31.87 M
1378,SPX,Spenda Ltd,$0.01,0.00%,11.11%,-9.09%,-80.39%,Information Technology,$31.78 M
1379,AUQ,Alara Resources Ltd,$0.05,0.00%,-2.17%,-40.00%,221.43%,Materials,$31.74 M
1380,PCK,Painchek Ltd,$0.03,-6.67%,-12.50%,-30.00%,-54.10%,Health Care,$31.71 M
1381,SEN,Senetas Corporation Ltd,$0.03,0.00%,4.00%,-23.53%,-45.83%,Information Technology,$31.56 M
1382,PGO,Pacgold Ltd,$0.57,-2.56%,-10.24%,-5.00%,132.44%,Materials,$31.33 M
1383,99L,99 Loyalty Ltd,$0.03,8.00%,-3.57%,-3.57%,-57.81%,Information Technology,$31.31 M
1384,SRN,Surefire Resources NL,$0.02,2.38%,7.50%,-44.87%,43.33%,Materials,$31.29 M
1385,ANX,ANAX Metals Ltd,$0.08,-1.28%,-8.33%,-9.41%,-6.10%,Materials,$31.23 M
1386,PVS,Pivotal Systems Corporation,$0.20,0.00%,-7.14%,-38.10%,-87.20%,Information Technology,$31.09 M
1387,SRK,Strike Resources Ltd,$0.12,0.00%,4.55%,-34.29%,-51.06%,Materials,$31.05 M
1388,CLZ,Classic Minerals Ltd,$0.00,0.00%,0.00%,0.00%,0.00%,Materials,$31.02 M
1389,CST,Castile Resources Ltd,$0.16,-6.06%,-13.89%,-11.43%,-31.11%,Materials,$30.96 M
1390,TGH,Terragen Holdings Ltd,$0.16,6.67%,18.52%,-3.03%,-44.83%,Materials,$30.89 M
1391,CAY,Canyon Resources Ltd,$0.04,-4.35%,-49.43%,-49.43%,-63.33%,Materials,$30.88 M
1392,CCG,Comms Group Ltd,$0.09,0.00%,0.00%,-10.53%,21.43%,Communication Services,$30.71 M
1393,SOV,Sovereign Cloud Holdings Ltd,$0.25,4.17%,47.06%,-13.79%,-57.64%,Information Technology,$30.66 M
1394,AIQ,Alternative Investment Trust,$0.10,0.00%,0.00%,-4.76%,-16.67%,Financials,$30.64 M
1395,CPN,Caspin Resources Ltd,$0.44,-1.14%,-4.40%,-42.76%,-74.41%,Materials,$30.37 M
1396,CAD,Caeneus Minerals Ltd,$0.01,0.00%,8.33%,-7.14%,-35.00%,Materials,$30.29 M
1397,TGM,Theta Gold Mines Ltd,$0.06,-9.84%,-12.70%,-50.00%,-73.81%,Materials,$30.26 M
1398,LDX,Lumos Diagnostics Holdings Ltd,$0.16,6.90%,10.71%,-29.59%,-86.76%,Health Care,$29.86 M
1399,YBR,Yellow Brick Road Holdings Ltd,$0.09,-1.08%,-3.16%,-8.00%,2.22%,Financials,$29.86 M
1400,WR1,Winsome Resources Ltd,$0.22,0.00%,7.32%,-47.62%,10.00%,Materials,$29.73 M
1401,FRE,Firebrick Pharma Ltd,$0.28,3.70%,-6.67%,-24.32%,40.00%,Health Care,$29.71 M
1402,BDT,Birddog Technology Ltd,$0.15,-9.38%,-12.12%,-29.27%,-77.69%,Information Technology,$29.67 M
1403,SOP,Synertec Corporation Ltd,$0.08,1.22%,0.00%,3.75%,-17.00%,Industrials,$29.66 M
1404,RVS,Revasum Inc,$0.28,1.82%,1.82%,-31.71%,0.00%,Information Technology,$29.66 M
1405,GWR,GWR Group Ltd,$0.09,0.00%,0.00%,-23.33%,-70.14%,Materials,$29.55 M
1406,KRR,King River Resources Ltd,$0.02,-5.00%,0.00%,-17.39%,-29.63%,Materials,$29.52 M
1407,SIO,Simonds Group Ltd,$0.20,0.00%,-4.76%,-20.00%,-66.10%,Consumer Discretionary,$29.45 M
1408,K2F,K2FLY Ltd,$0.17,9.68%,0.00%,-12.82%,-45.16%,Information Technology,$29.44 M
1409,MZZ,Matador Mining Ltd,$0.14,-6.90%,-10.00%,-28.95%,-69.32%,Materials,$29.37 M
1410,MRD,Mount Ridley Mines Ltd,$0.01,0.00%,-9.09%,-33.33%,150.00%,Materials,$29.29 M
1411,BSA,BSA Ltd,$0.05,-1.92%,-28.17%,-36.25%,-82.51%,Industrials,$29.12 M
1412,ABX,ABX Group Ltd,$0.13,0.00%,-3.70%,-21.21%,23.81%,Materials,$29.07 M
1413,AGN,Argenica Therapeutics Ltd,$0.45,12.50%,18.42%,-4.26%,130.77%,Health Care,$28.93 M
1414,QSML,Vaneck MSCI Intl Small Companies Quality ETF,$19.26,-0.05%,5.48%,-2.73%,-13.09%,Financials,$28.89 M
1415,OEX,OILEX Ltd,$0.00,16.67%,0.00%,16.67%,-12.50%,Energy,$28.85 M
1416,AHC,Austco Healthcare Ltd,$0.10,8.70%,9.89%,0.00%,-20.00%,Health Care,$28.71 M
1417,DKM,Duketon Mining Ltd,$0.24,0.00%,-9.62%,-26.56%,-26.56%,Materials,$28.68 M
1418,VYS,Vysarn Ltd,$0.07,0.00%,0.00%,-8.75%,-19.78%,Materials,$28.61 M
1419,CHM,Chimeric Therapeutics Ltd,$0.09,3.37%,3.37%,-20.00%,-67.09%,Health Care,$28.52 M
1420,MEM,Memphasys Ltd,$0.04,0.00%,5.88%,-18.18%,-44.62%,Health Care,$28.52 M
1421,SXG,Southern Cross Gold Ltd,$0.46,5.17%,-9.41%,128.75%,128.75%,Materials,$28.49 M
1422,MLS,Metals Australia Ltd,$0.05,-5.66%,8.70%,-41.18%,66.67%,Materials,$28.4 M
1423,BML,Boab Metals Ltd,$0.19,0.00%,-2.63%,-45.59%,-56.98%,Materials,$28.4 M
1424,DTC,Damstra Holdings Ltd,$0.11,-4.35%,42.86%,14.58%,-86.96%,Information Technology,$28.35 M
1425,CMP,Compumedics Ltd,$0.16,6.67%,0.00%,-15.79%,-55.56%,Health Care,$28.35 M
1426,GBR,Great Boulder Resources Ltd,$0.07,-3.60%,-6.94%,-30.21%,-18.29%,Materials,$28.33 M
1427,AFL,Af Legal Group Ltd,$0.37,-3.90%,5.71%,-9.76%,-34.51%,Industrials,$28.24 M
1428,PTG,Proptech Group Ltd,$0.21,-10.64%,-17.65%,-38.24%,-74.85%,Information Technology,$28.15 M
1429,TI1,Tombador Iron Ltd,$0.03,-3.85%,-16.67%,-26.47%,-70.24%,Materials,$28 M
1430,QHL,Quickstep Holdings Ltd,$0.39,1.30%,-2.50%,-17.02%,-23.53%,Industrials,$27.97 M
1431,ACS,Accent Resources NL,$0.06,0.00%,0.00%,0.00%,20.00%,Materials,$27.96 M
1432,CF1,Complii Fintech Solutions Ltd,$0.08,0.00%,1.27%,6.67%,35.59%,Information Technology,$27.86 M
1433,JAT,Jatcorp Ltd,$0.01,0.00%,-7.14%,-1.70%,-33.65%,Consumer Discretionary,$27.83 M
1434,KMT,Kopore Metals Ltd,$0.03,0.00%,-3.23%,-23.08%,20.00%,Materials,$27.79 M
1435,ITM,Itech Minerals Ltd,$0.31,-4.69%,3.39%,-33.70%,52.50%,Materials,$27.7 M
1436,CNR,Cannon Resources Ltd,$0.36,2.86%,28.57%,12.50%,80.00%,Materials,$27.69 M
1437,HAW,Hawthorn Resources Ltd,$0.08,-2.35%,2.47%,-30.83%,84.44%,Materials,$27.68 M
1438,BYI,Beyond International Ltd,$0.45,0.00%,-10.00%,-18.18%,-35.71%,Communication Services,$27.6 M
1439,AV1,Adveritas Ltd,$0.06,-12.68%,-8.82%,-33.33%,-40.95%,Information Technology,$27.6 M
1440,AGR,Aguia Resources Ltd,$0.07,-1.43%,2.99%,-8.00%,-5.48%,Materials,$27.59 M
1441,AGD,Austral Gold Ltd,$0.05,4.65%,-6.25%,-30.77%,-68.97%,Materials,$27.55 M
1442,BKG,Booktopia Group Ltd,$0.20,5.26%,8.11%,-45.21%,-92.31%,Consumer Discretionary,$27.47 M
1443,EDE,Eden Innovations Ltd,$0.01,10.00%,0.00%,-15.39%,-47.62%,Energy,$27.34 M
1444,KPO,Kalina Power Ltd,$0.02,5.88%,-5.26%,-30.77%,-43.75%,Utilities,$27.27 M
1445,CNJ,Conico Ltd,$0.02,-9.09%,-31.03%,-42.86%,-25.16%,Materials,$27.17 M
1446,TFL,Tasfoods Ltd,$0.06,0.00%,1.64%,-11.43%,-43.64%,Consumer Staples,$27.1 M
1447,ELE,Elmore Ltd,$0.03,0.00%,13.79%,0.00%,57.14%,Materials,$27 M
1448,EYE,Nova EYE Medical Ltd,$0.19,-2.63%,-7.50%,-7.50%,-41.27%,Health Care,$26.93 M
1449,AMX,Aerometrex Ltd,$0.29,-5.00%,29.55%,-13.64%,-61.22%,Industrials,$26.9 M
1450,AQI,Alicanto Minerals Ltd,$0.07,12.90%,22.81%,-1.41%,-48.15%,Materials,$26.86 M
